code | process | id | scheduler | title_code | order_code | client_code | client_name
TASK00071300 | QC program | 71300 | laura.szot | TITLE07373 | ORDER01497 | CLIENT00047 | Fremantle
TASK00110737 | Amberfin QC | 110737 | chantal.beukman | TITLE12082 | ORDER02344 | CLIENT00007 | Warner Brothers
TASK00061948 | QC | 61948 | jill.kuzma | TITLE06259 | ORDER01192 | CLIENT00007 | Warner Brothers
TASK00037772 | Spot QC | 37772 | forest.robin | TITLE03761 | ORDER00827 | CLIENT00042 | 20th Century Fox
TASK00117214 | spot QC | 117214 | vilma.rubio | TITLE12904 | ORDER01172 | CLIENT00047 | Fremantle
TASK00083452 | SpotQC | 83452 | forest.robin | TITLE08741 | ORDER01742 | CLIENT00042 | 20th Century Fox
TASK00083806 | spot QC | 83806 | jennifer.olvey | TITLE08783 | ORDER01736 | CLIENT00007 | Warner Brothers
TASK00083805 | spot QC | 83805 | jennifer.olvey | TITLE08783 | ORDER01736 | CLIENT00007 | Warner Brothers
TASK00083802 | spot QC | 83802 | jennifer.olvey | TITLE08783 | ORDER01736 | CLIENT00007 | Warner Brothers
TASK00083803 | spot QC | 83803 | jennifer.olvey | TITLE08783 | ORDER01736 | CLIENT00007 | Warner Brothers
TASK00068395 | QC | 68395 | michelle.holcombe | TITLE07011 | ORDER01449 | CLIENT00047 | Fremantle
TASK00122695 | Spot QC | 122695 | forest.robin | TITLE13705 | ORDER03602 | CLIENT00042 | 20th Century Fox
TASK00122023 | QC | 122023 | michelle.holcombe | TITLE13615 | ORDER02127 | CLIENT00047 | Fremantle
TASK00071409 | QC program | 71409 | laura.szot | TITLE07382 | ORDER01497 | CLIENT00047 | Fremantle
TASK00107118 | spot QC | 107118 | chantal.beukman | TITLE11645 | ORDER02275 | CLIENT00007 | Warner Brothers
TASK00073479 | Spot QC | 73479 | laura.szot | TITLE07602 | ORDER01214 | CLIENT00047 | Fremantle
TASK00108456 | spot QC | 108456 | michelle.holcombe | TITLE11791 | ORDER02292 | CLIENT00047 | Fremantle
TASK00057281 | Spot QC Secondary Deliverables | 57281 | jennifer.olvey | TITLE05754 | ORDER01161 | CLIENT00007 | Warner Brothers
TASK00092636 | spot QC | 92636 | laura.szot | TITLE09818 | ORDER01967 | CLIENT00047 | Fremantle
TASK00109198 | Spot QC | 109198 | johanna.mcgregor | TITLE11893 | ORDER02311 | CLIENT00042 | 20th Century Fox
TASK00142676 | Spot QC | 142676 | chantal.beukman | TITLE16301 | ORDER04438 | CLIENT00007 | Warner Brothers
TASK00033898 | QC | 33898 | emma.klein | TITLE03280 | ORDER00730 | CLIENT00047 | Fremantle
TASK00072855 | .TDS CC full QC | 72855 | leanna.marsh | TITLE07529 | ORDER01529 | CLIENT00042 | 20th Century Fox
TASK00073109 | QC | 73109 | vilma.rubio | TITLE07555 | ORDER01532 | CLIENT00047 | Fremantle
TASK00148910 | Subtitle QC 3 | 148910 | forest.robin | TITLE17166 | ORDER04516 | CLIENT00173 | iTunes
TASK00137254 | spot QC | 137254 | jill.kuzma | TITLE15583 | ORDER04335 | CLIENT00007 | Warner Brothers
TASK00067977 | Spot QC | 67977 | celeste.noreen | TITLE06965 | ORDER01419 | CLIENT00042 | 20th Century Fox
TASK00035025 | QC | 35025 | emma.klein | TITLE03445 | ORDER00764 | CLIENT00047 | Fremantle
TASK00150885 | VisionQC_QC_SR_Protection | 150885 | leanna.marsh | TITLE17425 | ORDER04525 | CLIENT00042 | 20th Century Fox
TASK00059384 | Spot QC | 59384 | forest.robin | TITLE05990 | ORDER01219 | CLIENT00042 | 20th Century Fox
TASK00138204 | spot QC | 138204 | vilma.rubio | TITLE15704 | ORDER04342 | CLIENT00047 | Fremantle
TASK00037520 | QC Spot Check | 37520 | emma.klein | TITLE03726 | ORDER00824 | CLIENT00047 | Fremantle
TASK00067782 | Spot QC | 67782 | celeste.noreen | TITLE06936 | ORDER01418 | CLIENT00042 | 20th Century Fox
TASK00057128 | QC | 57128 | laura.szot | TITLE05743 | ORDER01142 | CLIENT00047 | Fremantle
TASK00056832 | Telenica1 QC Single pass | 56832 | chantal.beukman | TITLE05706 | ORDER01155 | CLIENT00007 | Warner Brothers
TASK00011771 | QC | 11771 | michelle.holcombe | TITLE01197 | ORDER00245 | CLIENT00047 | Fremantle
TASK00011777 | QC | 11777 | michelle.holcombe | TITLE01198 | ORDER00245 | CLIENT00047 | Fremantle
TASK00115668 | QC | 115668 | david.featherstone | TITLE12709 | ORDER03526 | CLIENT00047 | Fremantle
TASK00032573 | Spot QC | 32573 | forest.robin | TITLE03124 | ORDER00643 | CLIENT00042 | 20th Century Fox
TASK00116312 | QC | 116312 | jill.kuzma | TITLE12779 | ORDER03550 | CLIENT00007 | Warner Brothers
TASK00055711 | Spot QC Secondary Deliverables | 55711 | jennifer.olvey | TITLE05586 | ORDER01126 | CLIENT00007 | Warner Brothers
TASK00055710 | QC Primary Deliverable | 55710 | jennifer.olvey | TITLE05586 | ORDER01126 | CLIENT00007 | Warner Brothers
TASK00085785 | BQ Video Spot QC | 85785 | forest.robin | TITLE09005 | ORDER01794 | CLIENT00042 | 20th Century Fox
TASK00044259 | QC | 44259 | emma.klein | TITLE04407 | ORDER00837 | CLIENT00047 | Fremantle
TASK00052377 | Telenica1 QC Single pass | 52377 | adriana.amador | TITLE05194 | ORDER01058 | CLIENT00007 | Warner Brothers
TASK00068780 | QC | 68780 | michelle.holcombe | TITLE07047 | ORDER01450 | CLIENT00047 | Fremantle
TASK00068786 | QC | 68786 | michelle.holcombe | TITLE07047 | ORDER01450 | CLIENT00047 | Fremantle
TASK00106362 | BQ Video Spot QC | 106362 | leanna.marsh | TITLE11552 | ORDER01994 | CLIENT00042 | 20th Century Fox
TASK00138116 | spot QC | 138116 | lisa.mcguire | TITLE15693 | ORDER04341 | CLIENT00047 | Fremantle
TASK00061054 | spot QC | 61054 | laura.szot | TITLE06161 | ORDER01211 | CLIENT00047 | Fremantle
TASK00062506 | Spot QC | 62506 | forest.robin | TITLE06324 | ORDER01185 | CLIENT00042 | 20th Century Fox
TASK00039784 | Spot QC | 39784 | forest.robin | TITLE03981 | ORDER00854 | CLIENT00042 | 20th Century Fox
TASK00153894 | Spot QC | 153894 | adriana.amador | TITLE17788 | ORDER04581 | CLIENT00032 | Disney
TASK00097569 | QC | 97569 | laura.szot | TITLE10463 | ORDER01484 | CLIENT00047 | Fremantle
TASK00080287 | QC program | 80287 | laura.szot | TITLE08380 | ORDER00898 | CLIENT00047 | Fremantle
TASK00120565 | Telenica1 QC Single pass | 120565 | chantal.beukman | TITLE13395 | ORDER03648 | CLIENT00007 | Warner Brothers
TASK00042733 | QC | 42733 | emma.klein | TITLE04243 | ORDER00896 | CLIENT00047 | Fremantle
TASK00037830 | Spot QC | 37830 | forest.robin | TITLE03765 | ORDER00828 | CLIENT00042 | 20th Century Fox
TASK00048382 | Spot QC | 48382 | forest.robin | TITLE04801 | ORDER00974 | CLIENT00042 | 20th Century Fox
TASK00077506 | QC | 77506 | laura.szot | TITLE08040 | ORDER01597 | CLIENT00047 | Fremantle
TASK00049031 | QC | 49031 | michelle.holcombe | TITLE04417 | ORDER00930 | CLIENT00047 | Fremantle
TASK00049030 | QC | 49030 | michelle.holcombe | TITLE04417 | ORDER00930 | CLIENT00047 | Fremantle
TASK00068663 | QC | 68663 | vilma.rubio | TITLE07035 | ORDER01302 | CLIENT00047 | Fremantle
TASK00139804 | Spot QC | 139804 | forest.robin | TITLE15958 | ORDER04358 | CLIENT00042 | 20th Century Fox
TASK00062296 | QC NTSC DBC | 62296 | johanna.mcgregor | TITLE06301 | ORDER01249 | CLIENT00042 | 20th Century Fox
TASK00062297 | QC PAL DBC | 62297 | johanna.mcgregor | TITLE06301 | ORDER01249 | CLIENT00042 | 20th Century Fox
TASK00019317 | QC | 19317 | michelle.holcombe | TITLE01897 | ORDER00263 | CLIENT00047 | Fremantle
TASK00038540 | QC | 38540 | emma.klein | TITLE03839 | ORDER00832 | CLIENT00047 | Fremantle
TASK00042467 | QC | 42467 | emma.klein | TITLE04215 | ORDER00819 | CLIENT00047 | Fremantle
TASK00152071 | spot QC | 152071 | vilma.rubio | TITLE17567 | ORDER02874 | CLIENT00047 | Fremantle
TASK00152079 | spot QC | 152079 | vilma.rubio | TITLE17568 | ORDER02874 | CLIENT00047 | Fremantle
TASK00091235 | spot QC | 91235 | laura.szot | TITLE09653 | ORDER01915 | CLIENT00047 | Fremantle
TASK00121420 | Spot QC | 121420 | forest.robin | TITLE13521 | ORDER03655 | CLIENT00042 | 20th Century Fox
TASK00090992 | QC PAL DBC | 90992 | leanna.marsh | TITLE09630 | ORDER01914 | CLIENT00042 | 20th Century Fox
TASK00066847 | QC | 66847 | vilma.rubio | TITLE06834 | ORDER01098 | CLIENT00047 | Fremantle
TASK00116116 | Spot QC | 116116 | johanna.mcgregor | TITLE12762 | ORDER03543 | CLIENT00042 | 20th Century Fox
TASK00026906 | QC | 26906 | jill.kuzma | TITLE02560 | ORDER00584 | CLIENT00007 | Warner Brothers
TASK00015374 | QC Primary Deliverable | 15374 | forest.robin | TITLE01549 | ORDER00249 | CLIENT00007 | Warner Brothers
TASK00093364 | QC | 93364 | michelle.holcombe | TITLE09701 | ORDER01947 | CLIENT00047 | Fremantle
TASK00093362 | QC | 93362 | michelle.holcombe | TITLE09701 | ORDER01947 | CLIENT00047 | Fremantle
TASK00093363 | QC | 93363 | michelle.holcombe | TITLE09701 | ORDER01947 | CLIENT00047 | Fremantle
TASK00042484 | QC | 42484 | emma.klein | TITLE04217 | ORDER00887 | CLIENT00047 | Fremantle
TASK00123911 | QC | 123911 | jill.kuzma | TITLE13857 | ORDER03687 | CLIENT00007 | Warner Brothers
TASK00043560 | Telenica1 QC Single pass | 43560 | jennifer.olvey | TITLE04323 | ORDER00916 | CLIENT00007 | Warner Brothers
TASK00064956 | QC NTSC DBC | 64956 | johanna.mcgregor | TITLE06615 | ORDER01374 | CLIENT00042 | 20th Century Fox
TASK00048226 | Spot QC | 48226 | forest.robin | TITLE04792 | ORDER00974 | CLIENT00042 | 20th Century Fox
TASK00030673 | Spot QC | 30673 | forest.robin | TITLE02958 | ORDER00437 | CLIENT00042 | 20th Century Fox
TASK00100096 | QC | 100096 | vilma.rubio | TITLE10694 | ORDER02132 | CLIENT00047 | Fremantle
TASK00141239 | spot QC | 141239 | chantal.beukman | TITLE16117 | ORDER04395 | CLIENT00007 | Warner Brothers
TASK00019873 | Full Audio QC | 19873 | johanna.mcgregor | TITLE01929 | ORDER00428 | CLIENT00042 | 20th Century Fox
TASK00019874 | Spot QC for TDS CC file | 19874 | johanna.mcgregor | TITLE01929 | ORDER00428 | CLIENT00042 | 20th Century Fox
TASK00133917 | Spot QC | 133917 | forest.robin | TITLE15142 | ORDER04240 | CLIENT00042 | 20th Century Fox
TASK00063829 | QC NTSC DBC | 63829 | johanna.mcgregor | TITLE06484 | ORDER01331 | CLIENT00042 | 20th Century Fox
TASK00029128 | QC | 29128 | emma.klein | TITLE02794 | ORDER00653 | CLIENT00047 | Fremantle
TASK00051483 | QC | 51483 | laura.szot | TITLE05101 | ORDER01061 | CLIENT00047 | Fremantle
TASK00066700 | QC Fix | 66700 | laura.szot | TITLE04252 | ORDER00898 | CLIENT00047 | Fremantle
TASK00060702 | FMS Leslie Roundabout | 60702 | leanna.marsh | TITLE06120 | ORDER00844 | CLIENT00042 | 20th Century Fox
TASK00060704 | Hulu The Platform | 60704 | leanna.marsh | TITLE06120 | ORDER00844 | CLIENT00042 | 20th Century Fox
TASK00156524 | Spot QC | 156524 | adriana.amador | TITLE18065 | ORDER04655 | CLIENT00032 | Disney
TASK00109323 | Spot QC | 109323 | chantal.beukman | TITLE11908 | ORDER02314 | CLIENT00007 | Warner Brothers
TASK00040247 | Spot QC | 40247 | forest.robin | TITLE04012 | ORDER00854 | CLIENT00042 | 20th Century Fox
TASK00068083 | Spot QC | 68083 | celeste.noreen | TITLE06977 | ORDER01419 | CLIENT00042 | 20th Century Fox
TASK00081319 | QC | 81319 | michelle.holcombe | TITLE08494 | ORDER01689 | CLIENT00047 | Fremantle
TASK00101096 | QC | 101096 | michelle.holcombe | TITLE10813 | ORDER02127 | CLIENT00047 | Fremantle
TASK00053457 | QC | 53457 | emma.klein | TITLE05335 | ORDER00837 | CLIENT00047 | Fremantle
TASK00100329 | Spot QC | 100329 | johanna.mcgregor | TITLE10724 | ORDER02140 | CLIENT00042 | 20th Century Fox
TASK00121476 | Spot QC | 121476 | forest.robin | TITLE13529 | ORDER03655 | CLIENT00042 | 20th Century Fox
TASK00072048 | QC | 72048 | jennifer.olvey | TITLE07443 | ORDER01505 | CLIENT00047 | Fremantle
TASK00072040 | QC | 72040 | jennifer.olvey | TITLE07442 | ORDER01505 | CLIENT00047 | Fremantle
TASK00024464 | Spot QC | 24464 | forest.robin | TITLE02324 | ORDER00559 | CLIENT00042 | 20th Century Fox
TASK00043535 | spot QC | 43535 | laura.szot | TITLE04320 | ORDER00914 | CLIENT00047 | Fremantle
TASK00089125 | QC PAL DBC | 89125 | johanna.mcgregor | TITLE09405 | ORDER01867 | CLIENT00042 | 20th Century Fox
TASK00089124 | QC NTSC DBC | 89124 | johanna.mcgregor | TITLE09405 | ORDER01867 | CLIENT00042 | 20th Century Fox
TASK00020307 | Full Audio QC | 20307 | johanna.mcgregor | TITLE01965 | ORDER00428 | CLIENT00042 | 20th Century Fox
TASK00020308 | Spot QC for TDS CC file | 20308 | johanna.mcgregor | TITLE01965 | ORDER00428 | CLIENT00042 | 20th Century Fox
TASK00061589 | QC | 61589 | laura.szot | TITLE06220 | ORDER01212 | CLIENT00047 | Fremantle
TASK00102755 | Telenica1 QC Single pass | 102755 | chantal.beukman | TITLE11052 | ORDER02168 | CLIENT00007 | Warner Brothers
TASK00030684 | Spot QC | 30684 | forest.robin | TITLE02959 | ORDER00437 | CLIENT00042 | 20th Century Fox
TASK00026794 | Spot QC | 26794 | forest.robin | TITLE02553 | ORDER00603 | CLIENT00042 | 20th Century Fox
TASK00059117 | QC | 59117 | vilma.rubio | TITLE05964 | ORDER01080 | CLIENT00047 | Fremantle
TASK00120850 | Spot QC | 120850 | johanna.mcgregor | TITLE13438 | ORDER03614 | CLIENT00042 | 20th Century Fox
TASK00120854 | Spot QC | 120854 | johanna.mcgregor | TITLE13440 | ORDER03614 | CLIENT00042 | 20th Century Fox
TASK00120856 | Spot QC | 120856 | johanna.mcgregor | TITLE13441 | ORDER03614 | CLIENT00042 | 20th Century Fox
TASK00086782 | Spot QC | 86782 | johanna.mcgregor | TITLE09153 | ORDER01636 | CLIENT00042 | 20th Century Fox
TASK00042013 | spot QC | 42013 | michelle.holcombe | TITLE04157 | ORDER00870 | CLIENT00047 | Fremantle
TASK00037008 | QC | 37008 | emma.klein | TITLE03661 | ORDER00819 | CLIENT00047 | Fremantle
TASK00025213 | QC | 25213 | jill.kuzma | TITLE02183 | ORDER00311 | CLIENT00007 | Warner Brothers
TASK00121931 | QC | 121931 | michelle.holcombe | TITLE13602 | ORDER02127 | CLIENT00047 | Fremantle
TASK00121939 | QC | 121939 | michelle.holcombe | TITLE13603 | ORDER02127 | CLIENT00047 | Fremantle
TASK00127191 | Spot QC | 127191 | johanna.mcgregor | TITLE14276 | ORDER03734 | CLIENT00042 | 20th Century Fox
TASK00122623 | Spot QC | 122623 | leanna.marsh | TITLE13696 | ORDER03662 | CLIENT00042 | 20th Century Fox
TASK00060353 | Spot QC | 60353 | forest.robin | TITLE06075 | ORDER01219 | CLIENT00042 | 20th Century Fox
TASK00122721 | QC | 122721 | vilma.rubio | TITLE13709 | ORDER03666 | CLIENT00047 | Fremantle
TASK00047010 | Spot QC | 47010 | forest.robin | TITLE04706 | ORDER00974 | CLIENT00042 | 20th Century Fox
TASK00043795 | Telenica1 QC Single pass | 43795 | jennifer.olvey | TITLE04350 | ORDER00920 | CLIENT00007 | Warner Brothers
TASK00026618 | Spot QC | 26618 | forest.robin | TITLE02542 | ORDER00603 | CLIENT00042 | 20th Century Fox
TASK00093909 | Spot QC | 93909 | johanna.mcgregor | TITLE10056 | ORDER02008 | CLIENT00042 | 20th Century Fox
TASK00111172 | SpotQC | 111172 | forest.robin | TITLE12135 | ORDER02346 | CLIENT00042 | 20th Century Fox
TASK00027565 | Spot QC | 27565 | forest.robin | TITLE02625 | ORDER00473 | CLIENT00042 | 20th Century Fox
TASK00062614 | VisionQC_QC_SR_Protection | 62614 | johanna.mcgregor | TITLE06335 | ORDER01260 | CLIENT00042 | 20th Century Fox
TASK00117783 | QC | 117783 | jill.kuzma | TITLE12976 | ORDER03608 | CLIENT00007 | Warner Brothers
TASK00056729 | Spot QC | 56729 | forest.robin | TITLE05694 | ORDER01041 | CLIENT00042 | 20th Century Fox
TASK00121606 | Spot QC | 121606 | forest.robin | TITLE13552 | ORDER03655 | CLIENT00042 | 20th Century Fox
TASK00072411 | Spot QC | 72411 | vilma.rubio | TITLE07480 | ORDER01172 | CLIENT00047 | Fremantle
TASK00072410 | Spot QC | 72410 | vilma.rubio | TITLE07480 | ORDER01172 | CLIENT00047 | Fremantle
TASK00072412 | Spot QC | 72412 | vilma.rubio | TITLE07480 | ORDER01172 | CLIENT00047 | Fremantle
TASK00083512 | SpotQC | 83512 | forest.robin | TITLE08746 | ORDER01742 | CLIENT00042 | 20th Century Fox
TASK00074244 | QC | 74244 | vilma.rubio | TITLE07684 | ORDER01302 | CLIENT00047 | Fremantle
TASK00061310 | QC | 61310 | laura.szot | TITLE06189 | ORDER01212 | CLIENT00047 | Fremantle
TASK00061318 | QC | 61318 | laura.szot | TITLE06190 | ORDER01212 | CLIENT00047 | Fremantle
TASK00062663 | Spot QC | 62663 | forest.robin | TITLE06338 | ORDER01046 | CLIENT00042 | 20th Century Fox
TASK00101878 | QC | 101878 | vilma.rubio | TITLE10661 | ORDER02097 | CLIENT00047 | Fremantle
TASK00020756 | QC | 20756 | jill.kuzma | TITLE01997 | ORDER00462 | CLIENT00007 | Warner Brothers
TASK00050600 | Spot QC | 50600 | forest.robin | TITLE05004 | ORDER01036 | CLIENT00042 | 20th Century Fox
TASK00106363 | BQ Audio Spot QC | 106363 | leanna.marsh | TITLE11552 | ORDER01994 | CLIENT00042 | 20th Century Fox
TASK00024486 | Spot QC | 24486 | forest.robin | TITLE02326 | ORDER00559 | CLIENT00042 | 20th Century Fox
TASK00017164 | QC | 17164 | jill.kuzma | TITLE01719 | ORDER00372 | CLIENT00007 | Warner Brothers
TASK00013329 | Spot QC | 13329 | emma.klein | TITLE01362 | ORDER00294 | CLIENT00009 | Fox iTunes
TASK00122853 | Spot QC | 122853 | forest.robin | TITLE13726 | ORDER03668 | CLIENT00042 | 20th Century Fox
TASK00041957 | spot QC | 41957 | michelle.holcombe | TITLE04150 | ORDER00870 | CLIENT00047 | Fremantle
TASK00127735 | QC | 127735 | vilma.rubio | TITLE14340 | ORDER03765 | CLIENT00047 | Fremantle
TASK00126197 | QC | 126197 | vilma.rubio | TITLE14143 | ORDER01444 | CLIENT00047 | Fremantle
TASK00084732 | QC program | 84732 | laura.szot | TITLE08889 | ORDER00895 | CLIENT00047 | Fremantle
TASK00104615 | QC Sequence Verification | 104615 | vilma.rubio | TITLE11318 | ORDER02232 | CLIENT00047 | Fremantle
TASK00114456 | spot QC | 114456 | chantal.beukman | TITLE12545 | ORDER03490 | CLIENT00007 | Warner Brothers
TASK00038432 | QC | 38432 | emma.klein | TITLE03827 | ORDER00837 | CLIENT00047 | Fremantle
TASK00141810 | spot QC | 141810 | chantal.beukman | TITLE16184 | ORDER04403 | CLIENT00007 | Warner Brothers
TASK00042548 | Spot QC | 42548 | celeste.noreen | TITLE04224 | ORDER00889 | CLIENT00042 | 20th Century Fox
TASK00055035 | spot QC | 55035 | laura.szot | TITLE05495 | ORDER01107 | CLIENT00047 | Fremantle
TASK00011860 | Spot QC | 11860 | johanna.mcgregor | TITLE01205 | ORDER00283 | CLIENT00042 | 20th Century Fox
TASK00010194 | QC | 10194 | adriana.amador | TITLE01027 | ORDER00236 | CLIENT00007 | Warner Brothers
TASK00040921 | Spot QC | 40921 | forest.robin | TITLE04061 | ORDER00854 | CLIENT00042 | 20th Century Fox
TASK00015043 | QC | 15043 | adriana.amador | TITLE01509 | ORDER00333 | CLIENT00007 | Warner Brothers
TASK00050395 | QC Primary Deliverable | 50395 | jennifer.olvey | TITLE04993 | ORDER01031 | CLIENT00007 | Warner Brothers
TASK00073341 | QC | 73341 | jill.kuzma | TITLE07590 | ORDER01534 | CLIENT00007 | Warner Brothers
TASK00126798 | Telenica1 QC Single pass | 126798 | chantal.beukman | TITLE14232 | ORDER03724 | CLIENT00007 | Warner Brothers
TASK00099925 | QC | 99925 | michelle.holcombe | TITLE10673 | ORDER02128 | CLIENT00047 | Fremantle
TASK00077332 | QC | 77332 | vilma.rubio | TITLE08019 | ORDER01302 | CLIENT00047 | Fremantle
TASK00031619 | QC | 31619 | emma.klein | TITLE03064 | ORDER00689 | CLIENT00047 | Fremantle
TASK00031611 | QC | 31611 | emma.klein | TITLE03063 | ORDER00689 | CLIENT00047 | Fremantle
TASK00082664 | Spot QC | 82664 | johanna.mcgregor | TITLE08659 | ORDER01620 | CLIENT00042 | 20th Century Fox
TASK00106134 | Telenica1 QC Single pass | 106134 | chantal.beukman | TITLE11525 | ORDER02249 | CLIENT00007 | Warner Brothers
TASK00097400 | QC | 97400 | vilma.rubio | TITLE10448 | ORDER02090 | CLIENT00047 | Fremantle
TASK00097408 | QC | 97408 | vilma.rubio | TITLE10449 | ORDER02090 | CLIENT00047 | Fremantle
TASK00033930 | QC | 33930 | emma.klein | TITLE03285 | ORDER00730 | CLIENT00047 | Fremantle
TASK00153914 | Spot QC | 153914 | adriana.amador | TITLE17790 | ORDER04581 | CLIENT00032 | Disney
TASK00029016 | QC HD Single Pass | 29016 | sarah.louth | TITLE02779 | ORDER00225 | CLIENT00033 | Max Post
TASK00025644 | Spot QC | 25644 | celeste.noreen | TITLE02457 | ORDER00492 | CLIENT00042 | 20th Century Fox
TASK00137021 | BQ Video Spot QC | 137021 | leanna.marsh | TITLE15548 | ORDER04334 | CLIENT00042 | 20th Century Fox
TASK00137023 | BQ Audio Spot QC | 137023 | leanna.marsh | TITLE15548 | ORDER04334 | CLIENT00042 | 20th Century Fox
TASK00111284 | Amberfin QC | 111284 | chantal.beukman | TITLE12153 | ORDER02349 | CLIENT00007 | Warner Brothers
TASK00060413 | Spot QC | 60413 | forest.robin | TITLE06080 | ORDER01219 | CLIENT00042 | 20th Century Fox
TASK00139130 | QC | 139130 | vilma.rubio | TITLE15848 | ORDER04355 | CLIENT00047 | Fremantle
TASK00052681 | QC J2K File | 52681 | johanna.mcgregor | TITLE05233 | ORDER01082 | CLIENT00042 | 20th Century Fox
TASK00079441 | QC | 79441 | michelle.holcombe | TITLE08280 | ORDER01666 | CLIENT00047 | Fremantle
TASK00057564 | EST Spot QC | 57564 | johanna.mcgregor | TITLE05124 | ORDER01074 | CLIENT00042 | 20th Century Fox
TASK00138036 | spot QC | 138036 | lisa.mcguire | TITLE15683 | ORDER04341 | CLIENT00047 | Fremantle
TASK00099844 | spot QC | 99844 | vilma.rubio | TITLE10665 | ORDER02097 | CLIENT00047 | Fremantle
TASK00065671 | Full Audio QC | 65671 | leanna.marsh | TITLE06696 | ORDER01393 | CLIENT00042 | 20th Century Fox
TASK00065672 | Spot QC for TDS CC file | 65672 | leanna.marsh | TITLE06696 | ORDER01393 | CLIENT00042 | 20th Century Fox
TASK00048478 | Spot QC | 48478 | forest.robin | TITLE04807 | ORDER00974 | CLIENT00042 | 20th Century Fox
TASK00038800 | QC | 38800 | emma.klein | TITLE03865 | ORDER00839 | CLIENT00047 | Fremantle
TASK00100216 | QC | 100216 | vilma.rubio | TITLE10709 | ORDER02132 | CLIENT00047 | Fremantle
TASK00116348 | QC | 116348 | jill.kuzma | TITLE12781 | ORDER03552 | CLIENT00007 | Warner Brothers
TASK00023339 | Spot QC | 23339 | celeste.noreen | TITLE02184 | ORDER00522 | CLIENT00042 | 20th Century Fox
TASK00023330 | Spot QC | 23330 | celeste.noreen | TITLE02185 | ORDER00522 | CLIENT00042 | 20th Century Fox
TASK00089117 | VisionQC_QC_SR_Protection | 89117 | johanna.mcgregor | TITLE09405 | ORDER01867 | CLIENT00042 | 20th Century Fox
TASK00052914 | QC | 52914 | michelle.holcombe | TITLE04417 | ORDER00930 | CLIENT00047 | Fremantle
TASK00052915 | QC | 52915 | michelle.holcombe | TITLE04417 | ORDER00930 | CLIENT00047 | Fremantle
TASK00052912 | QC | 52912 | michelle.holcombe | TITLE04417 | ORDER00930 | CLIENT00047 | Fremantle
TASK00052913 | QC | 52913 | michelle.holcombe | TITLE04417 | ORDER00930 | CLIENT00047 | Fremantle
TASK00052910 | QC | 52910 | michelle.holcombe | TITLE04417 | ORDER00930 | CLIENT00047 | Fremantle
TASK00052911 | QC | 52911 | michelle.holcombe | TITLE04417 | ORDER00930 | CLIENT00047 | Fremantle
TASK00021794 | QC | 21794 | adriana.amador | TITLE01999 | ORDER00236 | CLIENT00007 | Warner Brothers
TASK00051657 | QC Primary Deliverable | 51657 | jennifer.olvey | TITLE05119 | ORDER01069 | CLIENT00007 | Warner Brothers
TASK00031467 | QC | 31467 | emma.klein | TITLE03045 | ORDER00689 | CLIENT00047 | Fremantle
TASK00041989 | spot QC | 41989 | michelle.holcombe | TITLE04154 | ORDER00870 | CLIENT00047 | Fremantle
TASK00030736 | Spot QC | 30736 | forest.robin | TITLE02964 | ORDER00438 | CLIENT00042 | 20th Century Fox
TASK00083784 | SpotQC | 83784 | forest.robin | TITLE08782 | ORDER01741 | CLIENT00042 | 20th Century Fox
TASK00064065 | Spot QC | 64065 | laura.szot | TITLE04319 | ORDER00913 | CLIENT00047 | Fremantle
TASK00010637 | QC Primary Deliverable | 10637 | forest.robin | TITLE01070 | ORDER00252 | CLIENT00007 | Warner Brothers
TASK00073585 | QC | 73585 | vilma.rubio | TITLE07609 | ORDER01098 | CLIENT00047 | Fremantle
TASK00073586 | QC | 73586 | vilma.rubio | TITLE07609 | ORDER01098 | CLIENT00047 | Fremantle
TASK00068038 | Spot QC | 68038 | celeste.noreen | TITLE06972 | ORDER01419 | CLIENT00042 | 20th Century Fox
TASK00053481 | QC | 53481 | emma.klein | TITLE05338 | ORDER00837 | CLIENT00047 | Fremantle
TASK00101048 | QC | 101048 | michelle.holcombe | TITLE10807 | ORDER02127 | CLIENT00047 | Fremantle
TASK00101040 | QC | 101040 | michelle.holcombe | TITLE10806 | ORDER02127 | CLIENT00047 | Fremantle
TASK00059125 | QC | 59125 | vilma.rubio | TITLE05965 | ORDER01080 | CLIENT00047 | Fremantle
TASK00067577 | Spot QC | 67577 | celeste.noreen | TITLE06913 | ORDER01418 | CLIENT00042 | 20th Century Fox
TASK00109287 | Spot QC | 109287 | chantal.beukman | TITLE11904 | ORDER02314 | CLIENT00007 | Warner Brothers
TASK00038770 | QC | 38770 | emma.klein | TITLE03862 | ORDER00839 | CLIENT00047 | Fremantle
TASK00109866 | Spot QC CC Files | 109866 | leanna.marsh | TITLE11957 | ORDER01993 | CLIENT00042 | 20th Century Fox
TASK00026762 | Spot QC | 26762 | forest.robin | TITLE02551 | ORDER00603 | CLIENT00042 | 20th Century Fox
TASK00125422 | QC | 125422 | vilma.rubio | TITLE14038 | ORDER03697 | CLIENT00047 | Fremantle
TASK00056619 | Spot QC | 56619 | forest.robin | TITLE05684 | ORDER01042 | CLIENT00042 | 20th Century Fox
TASK00011516 | Spot QC | 11516 | johanna.mcgregor | TITLE01172 | ORDER00273 | CLIENT00042 | 20th Century Fox
TASK00009264 | Spot QC | 9264 | forest.robin | TITLE00926 | ORDER00192 | CLIENT00042 | 20th Century Fox
